DIRECTORIO;HOGAR_NUMERO;PERSONA_NUMERO;P6240;P203;P203S1;P5355;P5355S1;P5355S2;P204S1;P204S2;P204S3;P204S4;P204S5;P204S6;P204S7;P204S9;P204S8;P5360;P5360S1;P5361;P5361S1;P5361S2;P272S1;P272S2;P272S3;P272S4;P272S5;P272S6;P272S7;P272S8;P5366;P5366S1;P5367;P5367S1;P5367S2;P206S1;P206S2;P206S3;P206S4;P206S5;P206S6;P206S7;P206S8;P5371;P5371S1;P5372;P5372S1;P5372S2;P207S1;P207S2;P207S3;P207S4;P207S5;P207S6;P207S7;P207S8;P5377;P5377S1;P5378S1;P5378S2;P5378S3;P5378S4;P5378S5;P5378S6;P5378S7;P5378S8;P5378S9
3079581;2;1;1;1;1200000;2; ; ;2;2;2;1;1;2;1;2;2;2; ;1;4;2; ; ; ; ; ; ; ; ;1;100000;2; ; ;2;2;1;2;2;1;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;2;1;2;1;2;2;1;1
3079581;2;2;4;2; ;2; ; ;2;2;2;2;1;2;1;2;2;2; ;1;4;2; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;1;2;2;1;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;1;1
3079581;3;1;1;1;480000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3079581;3;2;2;1;750000;1;5;1; ; ; ; ; ; ; ; ; ;2; ;1;4;2; ; ; ; ; ; ; ; ;1;100000;1;5;1; ; ; ; ; ; ; ; ;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;1;1;2;2;2;1;1;1
3079581;3;3;1;1;320000;2; ; ;2;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079581;3;4;3;1;25000;2; ; ;2;2;1;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;1;1
3079582;1;1;1;1;1200000;2; ; ;2;2;1;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;1;1;2;2;1;1;1
3079582;1;2;4;2; ;2; ; ;2;2;2;1;2;2;2;2;2;2; ;1;4;2; ; ; ; ; ; ; ; ;1;60000;2; ; ;2;2;2;2;1;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;2;1;1;1;2;1;1;1
3079582;1;4;6;1;740000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2;2;2;2;1;2;2;2;2
3079583;1;1;1;1;317000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079583;1;2;6;1;700000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079584;1;1;1;1;100000;2; ; ;1;1;2;2;2;2;2;2;2;2; ;2; ; ;1;1;1;2;2;2;2;2;2; ;2; ; ;1;1;2;2;1;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;2;2;2;2
3079584;1;2;1;1;200000;2; ; ;1;2;1;2;2;2;2;2;2;2; ;2; ; ;1;2;1;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;2;2;2;2
3079585;1;1;1;1;700000;2; ; ;1;2;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079585;1;2;4;2; ;2; ; ;2;2;1;2;2;2;2;2;2;2; ;1;5;2; ; ; ; ; ; ; ; ;1;60000;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079585;1;3;1;1;500000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;1;60000;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079586;1;1;1;1;1000000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;5;2; ; ; ; ; ; ; ; ;1;30000;2; ; ;2;2;2;2;1;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;1;2;2;1;2
3079586;1;2;1;1;300000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;5;2; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;1;2;2;1;2
3079587;1;1;4;1;700000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079588;1;1;1;1;2000000;2; ; ;2;2;2;2;1;2;2;2;2;2; ;1;5;2; ; ; ; ; ; ; ; ;1;35000;2; ; ;2;1;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2;1;2;1
3079588;1;2;3;2; ;2; ; ;2;2;2;2;2;2;1;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;1
3079589;1;1;1;99; ;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3079589;1;2;4;2; ;2; ; ;2;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079590;1;1;4;1;700000;2; ; ;2;2;1;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;1
3079590;1;2;6;1;780000;2; ; ;2;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079591;1;1;1;1;800000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;1;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;1;2;2;2;2
3079591;1;2;4;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;1;2;2;2;2
3079591;1;3;4;2; ;1;5;1; ; ; ; ; ; ; ; ; ;2; ;1;3;2; ; ; ; ; ; ; ; ;1;15000;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;1;1;1;2;1;2;1
3079592;1;1;2;2; ;2; ; ;2;1;1;2;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079592;1;2;1;1;600000;2; ; ;2;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2;2;1;2;2;2;2;2;2
3079592;1;3;1;1;1200000;2; ; ;2;2;1;1;1;2;2;2;2;2; ;1;2;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;1;2;1;1;2;2;2;2;1
3079592;1;4;4;1;300000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079593;1;1;4;1;600000;2; ; ;2;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079593;1;2;4;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079593;1;3;3;2; ;2; ; ;2;2;1;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079593;1;4;1;99; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079594;1;1;4;1;700000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079594;1;2;4;2; ;2; ; ;2;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079594;1;3;3;2; ;2; ; ;2;2;1;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079595;1;1;6;1;850000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;1;2;2;2;2
3079595;1;2;4;2; ;1;5;1; ; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;1;2;2;2;2
3079595;1;3;1;1;900000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;1;5;2; ; ; ; ; ; ; ; ;1;30000;2; ; ;2;2;2;2;2;2;1;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;1;2;2;1;2
3079595;1;4;3;2; ;2; ; ;1;2;2;1;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;1;2;1;2;2
3079596;1;1;1;99; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079596;1;2;4;2; ;2; ; ;2;2;1;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079596;1;3;1;99; ;2; ; ;2;2;1;2;2;2;2;2;2;2; ;1;3;2; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;1;2;1;2;2
3079597;1;1;1;1;1300000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;1;2;2;2;2
3079597;1;2;4;2; ;1;4;1; ; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;1;2;2;2;1
3079597;1;3;1;1;750000;1;4;1; ; ; ; ; ; ; ; ; ;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;1;2;1;2;1;2;2
3079597;1;5;4;1;300000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;1;2;2;2;2
3079598;1;1;4;2; ;2; ; ;2;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079598;1;2;4;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079598;1;3;1;1;1300000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079599;1;1;1;1;900000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;5;2; ; ; ; ; ; ; ; ;99; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;1;2;2;2;1;2;2
3079600;1;1;6;99; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079600;1;2;4;99; ;2; ; ;2;2;2;2;1;2;1;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;1;1;2;2;1;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;1;2;2;2;2
3079601;1;1;1;1;750000;2; ; ;2;2;2;2;2;2;1;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;2;1;1;1;2;2
3079601;1;2;1;1;750000;2; ; ;2;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;1;2;2;2;2
3079602;1;1;1;1;1600000;2; ; ;2;2;2;2;1;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;1
3079602;1;2;4;2; ;2; ; ;2;2;1;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079602;1;3;3;2; ;2; ; ;2;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;1;2;1;1;1
3079603;1;1;4;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079603;1;2;4;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079603;1;3;1;1;500000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079604;1;1;1;1;800000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;1;4;2; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;1;1;2;2;2;1
3079604;1;2;1;1;850000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;5;2; ; ; ; ; ; ; ; ;1;60000;2; ; ;2;2;2;2;1;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;1;1;2;2;2;1
3079605;1;1;1;1;1300000;2; ; ;2;1;1;1;1;2;2;2;2;2; ;2; ; ;2;2;2;2;1;1;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;2;1;2;2;2;1
3079605;1;2;4;2; ;1;5;1; ; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;2;2;2;1
3079605;1;3;3;2; ;1;5;1; ; ; ; ; ; ; ; ; ;2; ;1;2;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;1;2;1;1
3079606;1;1;1;1;2000000;2; ; ;2;2;2;2;2;2;1;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2;2;1;1;2;1;1;2;2
3079606;1;2;4;2; ;2; ; ;2;2;2;2;2;2;1;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;1;1;2;1;1;2;2
3079607;1;1;1;1;750000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;4;2; ; ; ; ; ; ; ; ;1;100000;2; ; ;2;2;1;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;1;1;1;1;1
3079608;1;1;1;1;850000;1;5;1; ; ; ; ; ; ; ; ; ;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;1;2;1;1;2;1;1
3079608;1;2;1;1;950000;1;5;1; ; ; ; ; ; ; ; ; ;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;1;1;2;1;1;1
3079608;1;3;1;1;1000000;1;4;1; ; ; ; ; ; ; ; ; ;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;1;1;1;2;1;1;1
3079608;1;4;3;2; ;1;5;1; ; ; ; ; ; ; ; ; ;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2;2;2;2;1;2;2;1;1
3079609;1;1;1;99; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079609;1;2;4;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;2;2;1;2
3079609;1;3;3;2; ;2; ; ;2;2;1;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;1;2;2;2;2
3079609;1;4;3;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079609;1;5;4;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079610;1;1;4;1;500000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;1;2;2;2;2
3079610;1;2;1;99; ;2; ; ;2;2;2;1;2;2;2;2;2;2; ;1;3;2; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;1;2;2;2
3079610;1;3;4;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079611;1;1;6;1;1000000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;1;2;2;1;1
3079611;1;2;1;1;300000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;1;2;2;2;1
3079612;1;1;1;1;1000000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;1;2;2;1;2
3079612;1;2;1;1;250000;2; ; ;2;2;1;2;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2;2;2;2;1;2;2;1;1
3079612;1;5;6;1;800000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;1;2;2;2;2
3079613;1;1;1;99; ;2; ; ;2;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079614;1;1;1;1;780000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3079614;1;2;1;1;780000;1;4;1; ; ; ; ; ; ; ; ; ;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;2;2;2;2
3079614;1;3;3;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;1;2;2;2;2
3079614;1;5;4;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079614;1;6;4;2; ;2; ; ;2;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079615;1;1;1;1;1300000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;2;2;2;2
3079615;1;2;3;2; ;1;5;1; ; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079616;1;1;4;1;750000;1;2;1; ; ; ; ; ; ; ; ; ;2; ;1;4;2; ; ; ; ; ; ; ; ;1;120000;1;3;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2;2;2;2;2;2;2;2;1
